DELHI
KOLKATA,GOW,G8 532,A320,Daily,0550,0825,
MUMBAI,GOW,G8 368,A320,Daily,0925,1035,
MUMBAI,GOW,G8 370,A320,Daily,2050,2205,
BAGDOGRA
DELHI,GOW,G8 152,A320,Daily,1425,1650,
KOLKATA,GOW,G8 562,A320,246,1650,1745,
BANGALORE
DELHI,GOW,G8 116,A320,Daily,0810,1055,
DELHI,GOW,G8 285,A320,Daily,1650,2105,1
DELHI,GOW,G8 118,A320,Daily,2045,2325,
GOA,GOW,G8 285,A320,Daily,1650,1800,
KOLKATA,GOW,G8 283,A320,Daily,0545,1105,2
LUCKNOW,GOW,G8 395,A320,Daily,0720,1140,1
MUMBAI,GOW,G8 322,A320,Daily,0545,0710,
MUMBAI,GOW,G8 395,A320,Daily,0720,0855,
MUMBAI,GOW,G8 320,A320,Daily,0935,1140,
MUMBAI,GOW,G8 326,A320,Daily,2035,2220,
NAGPUR,GOW,G8 283,A320,Daily,0545,850,1
PUNE,GOW,G8 283,A320,Daily,0545,0705,
PUNE,GOW,G8 241,A320,Daily,1640,1800,
BHUBANESHWAR
DELHI,GOW,G8 162,A320,Daily,0845,1105,
DELHI,GOW,G8 164,A320,Daily,1925,2150,
KOLKATA,GOW,G8 244,A320,Daily,1830,1940,
MUMBAI,GOW,G8 243,A320,Daily,1100,1335,
CHANDIGARH
MUMBAI,GOW,G8 382,A320,Daily,1130,1350,
MUMBAI,GOW,G8 384,A320,Daily,1900,2115,
CHENNAI
MUMBAI,GOW,G8 302,A320,Daily,0515,0710,
MUMBAI,GOW,G8 304,A320,Daily,1340,1535,
PORT BLAIR,GOW,G8 305,A320,Daily,0815,1025,
PUNE,GOW,G8 451,A320,Daily,2110,2245,
COCHIN
DELHI,GOW,G8 345,A320,Daily,1920,5,1
MUMBAI,GOW,G8 348,A320,Daily,1255,1440,
MUMBAI,GOW,G8 345,A320,Daily,1920,2115,
DELHI
BAGDOGRA,GOW,G8 153,A320,Daily,1135,1355,
BANGALORE,GOW,G8 113,A320,Daily,0630,0905,
BANGALORE,GOW,G8 286,A320,Daily,1145,1600,1
BANGALORE,GOW,G8 117,A320,Daily,1730,2010,
BHUBANESHWAR,GOW,G8 161,A320,Daily,0610,0815,
BHUBANESHWAR,GOW,G8 163,A320,Daily,1645,1855,
COCHIN,GOW,G8 336,A320,Daily,1410,1850,1
GOA,GOW,G8 286,A320,Daily,1145,1420,
GUWAHATI,GOW,G8 151,A320,Daily,1100,1315,
JAMMU,GOW,G8 199,A320,Daily,1255,1420,
JAMMU,GOW,G8 185,A320,Daily,1405,1530,
KOLKATA,GOW,G8 101,A320,Daily,0550,0805,
LEH,GOW,G8 193,A320,Daily,0845,1005,
LUCKNOW,GOW,G8 187,A320,Daily,1625,1725,
